fecha,peaje,sentido_1,sentido_2,total,tipo_dia,trm_dolar
2022-01-01,AGUAS NEGRASdef,4596,2810,7406,festivo,
2022-01-01,CASABLANCA,7845,4248,12093,festivo,
2022-01-01,COCORNA (EL SANTUARIO),5649,3034,8683,festivo,
2022-01-01,CURITÍ,4016,1988,6004,festivo,
2022-01-01,LA GOMEZ,3761,2342,6103,festivo,
2022-01-01,LA PARADA,7773,7773,15546,festivo,
2022-01-01,LOBOGUERRERO,1748,1036,2784,festivo,
2022-01-01,LOS CUROS,3824,1766,5590,festivo,
2022-01-01,MORRISON,5241,3075,8316,festivo,
2022-01-01,OIBA,3273,1779,5052,festivo,
2022-01-01,PAILITAS,4725,2565,7290,festivo,
2022-01-01,PLATANAL,1081,652,1733,festivo,
2022-01-01,PTO. TRIUNFO,3936,2280,6216,festivo,
2022-01-01,RINCON HONDO,858,397,1255,festivo,
2022-01-01,SABOYA,3556,2181,5737,festivo,
2022-01-01,SAN DIEGO,1787,886,2673,festivo,
2022-01-01,SAN JUAN,2106,937,3043,festivo,
2022-01-01,ZAMBITO,3990,2561,6551,festivo,
2022-01-02,AGUAS NEGRASdef,9984,4788,14772,fin_de_semana,
2022-01-02,CASABLANCA,17111,7701,24812,fin_de_semana,
2022-01-02,COCORNA (EL SANTUARIO),11784,5655,17439,fin_de_semana,
2022-01-02,CURITÍ,9907,5273,15180,fin_de_semana,
2022-01-02,LA GOMEZ,7689,4142,11831,fin_de_semana,
2022-01-02,LA PARADA,10851,10851,21702,fin_de_semana,
2022-01-02,LOBOGUERRERO,4843,2616,7459,fin_de_semana,
2022-01-02,LOS CUROS,9880,4932,14812,fin_de_semana,
2022-01-02,MORRISON,12078,6211,18289,fin_de_semana,
2022-01-02,OIBA,9033,3967,13000,fin_de_semana,
2022-01-02,PAILITAS,11406,6115,17521,fin_de_semana,
2022-01-02,PLATANAL,3024,1746,4770,fin_de_semana,
2022-01-02,PTO. TRIUNFO,9367,4839,14206,fin_de_semana,
2022-01-02,RINCON HONDO,2384,1015,3399,fin_de_semana,
2022-01-02,SABOYA,7532,2486,10018,fin_de_semana,
2022-01-02,SAN DIEGO,4314,2351,6665,fin_de_semana,
2022-01-02,SAN JUAN,4605,2165,6770,fin_de_semana,
2022-01-02,ZAMBITO,8032,4070,12102,fin_de_semana,
2022-01-03,AGUAS NEGRASdef,11408,5110,16518,entre_semana,
2022-01-03,CASABLANCA,14493,5655,20148,entre_semana,
2022-01-03,COCORNA (EL SANTUARIO),10545,5091,15636,entre_semana,
2022-01-03,CURITÍ,9724,4994,14718,entre_semana,
2022-01-03,LA GOMEZ,8522,4678,13200,entre_semana,
2022-01-03,LA PARADA,15899,15899,31798,entre_semana,
2022-01-03,LOBOGUERRERO,6128,3403,9531,entre_semana,
2022-01-03,LOS CUROS,9850,4977,14827,entre_semana,
2022-01-03,MORRISON,13951,7397,21348,entre_semana,
2022-01-03,OIBA,9122,4198,13320,entre_semana,
2022-01-03,PAILITAS,13700,7339,21039,entre_semana,
2022-01-03,PLATANAL,3613,1991,5604,entre_semana,
2022-01-03,PTO. TRIUNFO,9829,5188,15017,entre_semana,
2022-01-03,RINCON HONDO,2874,1260,4134,entre_semana,
2022-01-03,SABOYA,6211,2299,8510,entre_semana,
2022-01-03,SAN DIEGO,5416,2911,8327,entre_semana,
2022-01-03,SAN JUAN,5830,2805,8635,entre_semana,
2022-01-03,ZAMBITO,9460,4885,14345,entre_semana,
2022-01-04,AGUAS NEGRASdef,10798,4752,15550,entre_semana,4082.75
2022-01-04,CASABLANCA,12858,5876,18734,entre_semana,4082.75
2022-01-04,COCORNA (EL SANTUARIO),10184,5139,15323,entre_semana,4082.75
2022-01-04,CURITÍ,9040,4653,13693,entre_semana,4082.75
2022-01-04,LA GOMEZ,8428,4697,13125,entre_semana,4082.75
2022-01-04,LA PARADA,17127,17127,34254,entre_semana,4082.75
2022-01-04,LOBOGUERRERO,6548,3457,10005,entre_semana,4082.75
2022-01-04,LOS CUROS,8993,4437,13430,entre_semana,4082.75
2022-01-04,MORRISON,13914,7401,21315,entre_semana,4082.75
2022-01-04,OIBA,8260,3841,12101,entre_semana,4082.75
2022-01-04,PAILITAS,13899,7735,21634,entre_semana,4082.75
2022-01-04,PLATANAL,3506,1849,5355,entre_semana,4082.75
2022-01-04,PTO. TRIUNFO,9294,4701,13995,entre_semana,4082.75
2022-01-04,RINCON HONDO,2970,1354,4324,entre_semana,4082.75
2022-01-04,SABOYA,5488,2595,8083,entre_semana,4082.75
2022-01-04,SAN DIEGO,5539,2980,8519,entre_semana,4082.75
2022-01-04,SAN JUAN,5923,2890,8813,entre_semana,4082.75
2022-01-04,ZAMBITO,8945,4212,13157,entre_semana,4082.75
2022-01-05,AGUAS NEGRASdef,10382,4575,14957,entre_semana,4084.11
2022-01-05,CASABLANCA,12256,6017,18273,entre_semana,4084.11
2022-01-05,COCORNA (EL SANTUARIO),10041,5114,15155,entre_semana,4084.11
2022-01-05,CURITÍ,8900,4648,13548,entre_semana,4084.11
2022-01-05,LA GOMEZ,8025,3697,11722,entre_semana,4084.11
2022-01-05,LA PARADA,17180,17180,34360,entre_semana,4084.11
2022-01-05,LOBOGUERRERO,6679,3425,10104,entre_semana,4084.11
2022-01-05,LOS CUROS,8775,4441,13216,entre_semana,4084.11
2022-01-05,MORRISON,13043,6345,19388,entre_semana,4084.11
2022-01-05,OIBA,7899,3956,11855,entre_semana,4084.11
2022-01-05,PAILITAS,12839,6643,19482,entre_semana,4084.11
2022-01-05,PLATANAL,3389,1831,5220,entre_semana,4084.11
2022-01-05,PTO. TRIUNFO,9041,4525,13566,entre_semana,4084.11
2022-01-05,RINCON HONDO,1608,732,2340,entre_semana,4084.11
2022-01-05,SABOYA,5207,2601,7808,entre_semana,4084.11
2022-01-05,SAN DIEGO,5210,2630,7840,entre_semana,4084.11
2022-01-05,SAN JUAN,5735,2919,8654,entre_semana,4084.11
2022-01-05,ZAMBITO,8548,3834,12382,entre_semana,4084.11
2022-01-06,AGUAS NEGRASdef,10390,4363,14753,entre_semana,4042.36
2022-01-06,CASABLANCA,12434,6377,18811,entre_semana,4042.36
2022-01-06,COCORNA (EL SANTUARIO),9954,4690,14644,entre_semana,4042.36
2022-01-06,CURITÍ,8781,4275,13056,entre_semana,4042.36
2022-01-06,LA GOMEZ,8401,3586,11987,entre_semana,4042.36
2022-01-06,LA PARADA,17079,17079,34158,entre_semana,4042.36
2022-01-06,LOBOGUERRERO,6788,3373,10161,entre_semana,4042.36
2022-01-06,LOS CUROS,8617,4205,12822,entre_semana,4042.36
2022-01-06,MORRISON,13678,6338,20016,entre_semana,4042.36
2022-01-06,OIBA,7680,3744,11424,entre_semana,4042.36
2022-01-06,PAILITAS,13585,6649,20234,entre_semana,4042.36
2022-01-06,PLATANAL,3440,1856,5296,entre_semana,4042.36
2022-01-06,PTO. TRIUNFO,8879,4335,13214,entre_semana,4042.36
2022-01-06,RINCON HONDO,2729,1394,4123,entre_semana,4042.36
2022-01-06,SABOYA,5138,2968,8106,entre_semana,4042.36
2022-01-06,SAN DIEGO,5016,2459,7475,entre_semana,4042.36
2022-01-06,SAN JUAN,5611,3017,8628,entre_semana,4042.36
2022-01-06,ZAMBITO,8622,3648,12270,entre_semana,4042.36
2022-01-07,AGUAS NEGRASdef,10575,4151,14726,entre_semana,4039.31
2022-01-07,CASABLANCA,14094,7884,21978,entre_semana,4039.31
2022-01-07,COCORNA (EL SANTUARIO),9930,5234,15164,entre_semana,4039.31
2022-01-07,CURITÍ,9337,4556,13893,entre_semana,4039.31
2022-01-07,LA GOMEZ,8323,3668,11991,entre_semana,4039.31
2022-01-07,LA PARADA,17687,17687,35374,entre_semana,4039.31
2022-01-07,LOBOGUERRERO,7577,3904,11481,entre_semana,4039.31
2022-01-07,LOS CUROS,9605,4520,14125,entre_semana,4039.31
2022-01-07,MORRISON,13750,5521,19271,entre_semana,4039.31
2022-01-07,OIBA,8183,4043,12226,entre_semana,4039.31
2022-01-07,PAILITAS,14002,5821,19823,entre_semana,4039.31
2022-01-07,PLATANAL,3505,1779,5284,entre_semana,4039.31
2022-01-07,PTO. TRIUNFO,8504,4090,12594,entre_semana,4039.31
2022-01-07,RINCON HONDO,2897,1563,4460,entre_semana,4039.31
2022-01-07,SABOYA,5888,3441,9329,entre_semana,4039.31
2022-01-07,SAN DIEGO,5482,2670,8152,entre_semana,4039.31
2022-01-07,SAN JUAN,6042,3185,9227,entre_semana,4039.31
2022-01-07,ZAMBITO,8718,3192,11910,entre_semana,4039.31
2022-01-08,AGUAS NEGRASdef,11190,4904,16094,fin_de_semana,4043.46
2022-01-08,CASABLANCA,13677,7685,21362,fin_de_semana,4043.46
2022-01-08,COCORNA (EL SANTUARIO),10906,6300,17206,fin_de_semana,4043.46
2022-01-08,CURITÍ,9476,4312,13788,fin_de_semana,4043.46
2022-01-08,LA GOMEZ,9392,2719,12111,fin_de_semana,4043.46
2022-01-08,LA PARADA,17112,17112,34224,fin_de_semana,4043.46
2022-01-08,LOBOGUERRERO,7597,3690,11287,fin_de_semana,4043.46
2022-01-08,LOS CUROS,9436,4304,13740,fin_de_semana,4043.46
2022-01-08,MORRISON,13857,4510,18367,fin_de_semana,4043.46
2022-01-08,OIBA,8243,3875,12118,fin_de_semana,4043.46
2022-01-08,PAILITAS,13257,3058,16315,fin_de_semana,4043.46
2022-01-08,PLATANAL,3395,1714,5109,fin_de_semana,4043.46
2022-01-08,PTO. TRIUNFO,8540,3624,12164,fin_de_semana,4043.46
2022-01-08,RINCON HONDO,2764,1660,4424,fin_de_semana,4043.46
2022-01-08,SABOYA,6210,3511,9721,fin_de_semana,4043.46
2022-01-08,SAN DIEGO,5103,2309,7412,fin_de_semana,4043.46
2022-01-08,SAN JUAN,6041,3208,9249,fin_de_semana,4043.46
2022-01-08,ZAMBITO,9235,2904,12139,fin_de_semana,4043.46
2022-01-09,AGUAS NEGRASdef,12306,5101,17407,fin_de_semana,
2022-01-09,CASABLANCA,14648,5456,20104,fin_de_semana,
2022-01-09,COCORNA (EL SANTUARIO),11294,6208,17502,fin_de_semana,
2022-01-09,CURITÍ,9433,4651,14084,fin_de_semana,
2022-01-09,LA GOMEZ,10795,3660,14455,fin_de_semana,
2022-01-09,LA PARADA,11161,11161,22322,fin_de_semana,
2022-01-09,LOBOGUERRERO,5402,2637,8039,fin_de_semana,
2022-01-09,LOS CUROS,9558,4626,14184,fin_de_semana,
2022-01-09,MORRISON,15206,5688,20894,fin_de_semana,
2022-01-09,OIBA,8643,3703,12346,fin_de_semana,
2022-01-09,PAILITAS,15140,5709,20849,fin_de_semana,
2022-01-09,PLATANAL,3319,1657,4976,fin_de_semana,
2022-01-09,PTO. TRIUNFO,8846,3490,12336,fin_de_semana,
2022-01-09,RINCON HONDO,2544,1524,4068,fin_de_semana,
2022-01-09,SABOYA,6965,2329,9294,fin_de_semana,
2022-01-09,SAN DIEGO,3947,1731,5678,fin_de_semana,
2022-01-09,SAN JUAN,4513,2309,6822,fin_de_semana,
2022-01-09,ZAMBITO,11562,3828,15390,fin_de_semana,
2022-01-10,AGUAS NEGRASdef,9670,3732,13402,festivo,
2022-01-10,CASABLANCA,13291,4577,17868,festivo,
2022-01-10,COCORNA (EL SANTUARIO),10080,4612,14692,festivo,
2022-01-10,CURITÍ,8936,5345,14281,festivo,
2022-01-10,LA GOMEZ,7393,2338,9731,festivo,
2022-01-10,LA PARADA,11599,11599,23198,festivo,
2022-01-10,LOBOGUERRERO,5136,2608,7744,festivo,
2022-01-10,LOS CUROS,9481,5351,14832,festivo,
2022-01-10,MORRISON,12070,4376,16446,festivo,
2022-01-10,OIBA,7430,3071,10501,festivo,
2022-01-10,PAILITAS,11698,4599,16297,festivo,
2022-01-10,PLATANAL,3612,1977,5589,festivo,
2022-01-10,PTO. TRIUNFO,7374,2905,10279,festivo,
2022-01-10,RINCON HONDO,2586,1310,3896,festivo,
2022-01-10,SABOYA,6436,1369,7805,festivo,
2022-01-10,SAN DIEGO,4570,2290,6860,festivo,
2022-01-10,SAN JUAN,5269,2695,7964,festivo,
2022-01-10,ZAMBITO,7867,3209,11076,festivo,
2022-01-11,AGUAS NEGRASdef,8612,3589,12201,entre_semana,
2022-01-11,CASABLANCA,12692,5215,17907,entre_semana,
2022-01-11,COCORNA (EL SANTUARIO),8050,3909,11959,entre_semana,
2022-01-11,CURITÍ,7171,3675,10846,entre_semana,
2022-01-11,LA GOMEZ,6494,2643,9137,entre_semana,
2022-01-11,LA PARADA,18570,18570,37140,entre_semana,
2022-01-11,LOBOGUERRERO,6424,3544,9968,entre_semana,
2022-01-11,LOS CUROS,7554,3982,11536,entre_semana,
2022-01-11,MORRISON,11159,4975,16134,entre_semana,
2022-01-11,OIBA,6514,3043,9557,entre_semana,
2022-01-11,PAILITAS,10539,5264,15803,entre_semana,
2022-01-11,PLATANAL,2908,1507,4415,entre_semana,
2022-01-11,PTO. TRIUNFO,7219,3314,10533,entre_semana,
2022-01-11,RINCON HONDO,2543,1335,3878,entre_semana,
2022-01-11,SABOYA,4966,1576,6542,entre_semana,
2022-01-11,SAN DIEGO,5194,2547,7741,entre_semana,
2022-01-11,SAN JUAN,5499,2790,8289,entre_semana,
2022-01-11,ZAMBITO,7293,2943,10236,entre_semana,
2022-01-12,AGUAS NEGRASdef,8689,4168,12857,entre_semana,4011.65
2022-01-12,CASABLANCA,10888,5217,16105,entre_semana,4011.65
2022-01-12,COCORNA (EL SANTUARIO),7509,3556,11065,entre_semana,4011.65
2022-01-12,CURITÍ,6321,3388,9709,entre_semana,4011.65
2022-01-12,LA GOMEZ,6809,2975,9784,entre_semana,4011.65
2022-01-12,LA PARADA,18685,18685,37370,entre_semana,4011.65
2022-01-12,LOBOGUERRERO,6627,3455,10082,entre_semana,4011.65
2022-01-12,LOS CUROS,6639,3488,10127,entre_semana,4011.65
2022-01-12,MORRISON,11101,5200,16301,entre_semana,4011.65
2022-01-12,OIBA,5709,2974,8683,entre_semana,4011.65
2022-01-12,PAILITAS,10617,5094,15711,entre_semana,4011.65
2022-01-12,PLATANAL,2775,1482,4257,entre_semana,4011.65
2022-01-12,PTO. TRIUNFO,6747,3193,9940,entre_semana,4011.65
2022-01-12,RINCON HONDO,2283,1137,3420,entre_semana,4011.65
2022-01-12,SABOYA,3962,1948,5910,entre_semana,4011.65
2022-01-12,SAN DIEGO,4865,2409,7274,entre_semana,4011.65
2022-01-12,SAN JUAN,5453,2854,8307,entre_semana,4011.65
2022-01-12,ZAMBITO,7177,3299,10476,entre_semana,4011.65
2022-01-13,AGUAS NEGRASdef,8613,4018,12631,entre_semana,3970.08
2022-01-13,CASABLANCA,10482,5247,15729,entre_semana,3970.08
2022-01-13,COCORNA (EL SANTUARIO),7138,3566,10704,entre_semana,3970.08
2022-01-13,CURITÍ,6094,3222,9316,entre_semana,3970.08
2022-01-13,LA GOMEZ,6687,3012,9699,entre_semana,3970.08
2022-01-13,LA PARADA,18724,18724,37448,entre_semana,3970.08
2022-01-13,LOBOGUERRERO,6977,3467,10444,entre_semana,3970.08
2022-01-13,LOS CUROS,6388,3151,9539,entre_semana,3970.08
2022-01-13,MORRISON,11224,5473,16697,entre_semana,3970.08
2022-01-13,OIBA,5426,2768,8194,entre_semana,3970.08
2022-01-13,PAILITAS,10863,5214,16077,entre_semana,3970.08
2022-01-13,PLATANAL,2844,1429,4273,entre_semana,3970.08
2022-01-13,PTO. TRIUNFO,6405,3053,9458,entre_semana,3970.08
2022-01-13,RINCON HONDO,2291,1128,3419,entre_semana,3970.08
2022-01-13,SABOYA,3687,1931,5618,entre_semana,3970.08
2022-01-13,SAN DIEGO,4783,2384,7167,entre_semana,3970.08
2022-01-13,SAN JUAN,5227,2637,7864,entre_semana,3970.08
2022-01-13,ZAMBITO,7043,3194,10237,entre_semana,3970.08
2022-01-14,AGUAS NEGRASdef,8171,3691,11862,entre_semana,3950.4
2022-01-14,CASABLANCA,10909,5760,16669,entre_semana,3950.4
2022-01-14,COCORNA (EL SANTUARIO),7544,3706,11250,entre_semana,3950.4
2022-01-14,CURITÍ,6254,3134,9388,entre_semana,3950.4
2022-01-14,LA GOMEZ,6240,2715,8955,entre_semana,3950.4
2022-01-14,LA PARADA,19507,19507,39014,entre_semana,3950.4
2022-01-14,LOBOGUERRERO,7182,3746,10928,entre_semana,3950.4
2022-01-14,LOS CUROS,6654,3221,9875,entre_semana,3950.4
2022-01-14,MORRISON,10577,4808,15385,entre_semana,3950.4
2022-01-14,OIBA,5379,2684,8063,entre_semana,3950.4
2022-01-14,PAILITAS,10297,5010,15307,entre_semana,3950.4
2022-01-14,PLATANAL,2770,1405,4175,entre_semana,3950.4
2022-01-14,PTO. TRIUNFO,6222,3075,9297,entre_semana,3950.4
2022-01-14,RINCON HONDO,2408,1275,3683,entre_semana,3950.4
2022-01-14,SABOYA,3584,1869,5453,entre_semana,3950.4
2022-01-14,SAN DIEGO,5228,2567,7795,entre_semana,3950.4
2022-01-14,SAN JUAN,5675,3030,8705,entre_semana,3950.4
2022-01-14,ZAMBITO,6788,2962,9750,entre_semana,3950.4
2022-01-15,AGUAS NEGRASdef,8869,3827,12696,fin_de_semana,3993.65
2022-01-15,CASABLANCA,11025,6036,17061,fin_de_semana,3993.65
2022-01-15,COCORNA (EL SANTUARIO),7285,3932,11217,fin_de_semana,3993.65
2022-01-15,CURITÍ,6018,2895,8913,fin_de_semana,3993.65
2022-01-15,LA GOMEZ,7257,2763,10020,fin_de_semana,3993.65
2022-01-15,LA PARADA,19169,19169,38338,fin_de_semana,3993.65
2022-01-15,LOBOGUERRERO,6968,3311,10279,fin_de_semana,3993.65
2022-01-15,LOS CUROS,6230,2948,9178,fin_de_semana,3993.65
2022-01-15,MORRISON,11014,4388,15402,fin_de_semana,3993.65
2022-01-15,OIBA,5111,2504,7615,fin_de_semana,3993.65
2022-01-15,PAILITAS,10381,3969,14350,fin_de_semana,3993.65
2022-01-15,PLATANAL,2757,1329,4086,fin_de_semana,3993.65
2022-01-15,PTO. TRIUNFO,5615,2499,8114,fin_de_semana,3993.65
2022-01-15,RINCON HONDO,2297,1316,3613,fin_de_semana,3993.65
2022-01-15,SABOYA,3732,1965,5697,fin_de_semana,3993.65
2022-01-15,SAN DIEGO,4494,2123,6617,fin_de_semana,3993.65
2022-01-15,SAN JUAN,5266,2718,7984,fin_de_semana,3993.65
2022-01-15,ZAMBITO,7532,3224,10756,fin_de_semana,3993.65
2022-01-16,AGUAS NEGRASdef,8846,2922,11768,fin_de_semana,
2022-01-16,CASABLANCA,12572,4939,17511,fin_de_semana,
2022-01-16,COCORNA (EL SANTUARIO),7514,3371,10885,fin_de_semana,
2022-01-16,CURITÍ,6147,3356,9503,fin_de_semana,
2022-01-16,LA GOMEZ,6978,3113,10091,fin_de_semana,
2022-01-16,LA PARADA,12416,12416,24832,fin_de_semana,
2022-01-16,LOBOGUERRERO,4969,2497,7466,fin_de_semana,
2022-01-16,LOS CUROS,6432,3279,9711,fin_de_semana,
2022-01-16,MORRISON,10588,5012,15600,fin_de_semana,
2022-01-16,OIBA,5289,2340,7629,fin_de_semana,
2022-01-16,PAILITAS,10243,5253,15496,fin_de_semana,
2022-01-16,PLATANAL,2554,1306,3860,fin_de_semana,
2022-01-16,PTO. TRIUNFO,5505,2637,8142,fin_de_semana,
2022-01-16,RINCON HONDO,1932,917,2849,fin_de_semana,
2022-01-16,SABOYA,4265,1578,5843,fin_de_semana,
2022-01-16,SAN DIEGO,3442,1758,5200,fin_de_semana,
2022-01-16,SAN JUAN,4114,1992,6106,fin_de_semana,
2022-01-16,ZAMBITO,7407,3172,10579,fin_de_semana,
2022-01-17,AGUAS NEGRASdef,6324,2963,9287,entre_semana,
2022-01-17,CASABLANCA,9850,4934,14784,entre_semana,
2022-01-17,COCORNA (EL SANTUARIO),6077,3052,9129,entre_semana,
2022-01-17,CURITÍ,5091,2746,7837,entre_semana,
2022-01-17,LA GOMEZ,4500,2155,6655,entre_semana,
2022-01-17,LA PARADA,18280,18280,36560,entre_semana,
2022-01-17,LOBOGUERRERO,6095,3469,9564,entre_semana,
2022-01-17,LOS CUROS,5591,2870,8461,entre_semana,
2022-01-17,MORRISON,8120,4107,12227,entre_semana,
2022-01-17,OIBA,4509,2276,6785,entre_semana,
2022-01-17,PAILITAS,7719,3946,11665,entre_semana,
2022-01-17,PLATANAL,2585,1340,3925,entre_semana,
2022-01-17,PTO. TRIUNFO,5261,2615,7876,entre_semana,
2022-01-17,RINCON HONDO,2042,1035,3077,entre_semana,
2022-01-17,SABOYA,2987,1482,4469,entre_semana,
2022-01-17,SAN DIEGO,4899,2448,7347,entre_semana,
2022-01-17,SAN JUAN,5339,2706,8045,entre_semana,
2022-01-17,ZAMBITO,5200,2323,7523,entre_semana,
2022-01-18,AGUAS NEGRASdef,7497,3743,11240,entre_semana,
2022-01-18,CASABLANCA,9715,4982,14697,entre_semana,
2022-01-18,COCORNA (EL SANTUARIO),6165,3065,9230,entre_semana,
2022-01-18,CURITÍ,5130,2664,7794,entre_semana,
2022-01-18,LA GOMEZ,5798,2874,8672,entre_semana,
2022-01-18,LA PARADA,18660,18660,37320,entre_semana,
2022-01-18,LOBOGUERRERO,7022,3632,10654,entre_semana,
2022-01-18,LOS CUROS,5465,2757,8222,entre_semana,
2022-01-18,MORRISON,9602,4784,14386,entre_semana,
2022-01-18,OIBA,4461,2267,6728,entre_semana,
2022-01-18,PAILITAS,8983,4496,13479,entre_semana,
2022-01-18,PLATANAL,2574,1238,3812,entre_semana,
2022-01-18,PTO. TRIUNFO,5396,2732,8128,entre_semana,
2022-01-18,RINCON HONDO,2042,989,3031,entre_semana,
2022-01-18,SABOYA,3131,1564,4695,entre_semana,
2022-01-18,SAN DIEGO,4775,2412,7187,entre_semana,
2022-01-18,SAN JUAN,5219,2732,7951,entre_semana,
2022-01-18,ZAMBITO,6049,3020,9069,entre_semana,
2022-01-19,AGUAS NEGRASdef,7388,3520,10908,entre_semana,4033.37
2022-01-19,CASABLANCA,9643,4944,14587,entre_semana,4033.37
2022-01-19,COCORNA (EL SANTUARIO),6115,3027,9142,entre_semana,4033.37
2022-01-19,CURITÍ,5415,2984,8399,entre_semana,4033.37
2022-01-19,LA GOMEZ,5956,2852,8808,entre_semana,4033.37
2022-01-19,LA PARADA,18362,18362,36724,entre_semana,4033.37
2022-01-19,LOBOGUERRERO,7413,3789,11202,entre_semana,4033.37
2022-01-19,LOS CUROS,5746,3085,8831,entre_semana,4033.37
2022-01-19,MORRISON,9705,4793,14498,entre_semana,4033.37
2022-01-19,OIBA,4622,2578,7200,entre_semana,4033.37
2022-01-19,PAILITAS,9232,4657,13889,entre_semana,4033.37
2022-01-19,PLATANAL,2553,1324,3877,entre_semana,4033.37
2022-01-19,PTO. TRIUNFO,5404,2751,8155,entre_semana,4033.37
2022-01-19,RINCON HONDO,2000,971,2971,entre_semana,4033.37
2022-01-19,SABOYA,3127,1600,4727,entre_semana,4033.37
2022-01-19,SAN DIEGO,4660,2324,6984,entre_semana,4033.37
2022-01-19,SAN JUAN,5129,2614,7743,entre_semana,4033.37
2022-01-19,ZAMBITO,6423,3110,9533,entre_semana,4033.37
2022-01-20,AGUAS NEGRASdef,7716,3907,11623,entre_semana,4003.95
2022-01-20,CASABLANCA,10112,5141,15253,entre_semana,4003.95
2022-01-20,COCORNA (EL SANTUARIO),6197,3157,9354,entre_semana,4003.95
2022-01-20,CURITÍ,5559,2954,8513,entre_semana,4003.95
2022-01-20,LA GOMEZ,6122,2960,9082,entre_semana,4003.95
2022-01-20,LA PARADA,18625,18625,37250,entre_semana,4003.95
2022-01-20,LOBOGUERRERO,6988,3402,10390,entre_semana,4003.95
2022-01-20,LOS CUROS,5892,3049,8941,entre_semana,4003.95
2022-01-20,MORRISON,10222,5139,15361,entre_semana,4003.95
2022-01-20,OIBA,4674,2467,7141,entre_semana,4003.95
2022-01-20,PAILITAS,9648,5067,14715,entre_semana,4003.95
2022-01-20,PLATANAL,2629,1382,4011,entre_semana,4003.95
2022-01-20,PTO. TRIUNFO,5595,2862,8457,entre_semana,4003.95
2022-01-20,RINCON HONDO,2088,1016,3104,entre_semana,4003.95
2022-01-20,SABOYA,3149,1900,5049,entre_semana,4003.95
2022-01-20,SAN DIEGO,4616,2349,6965,entre_semana,4003.95
2022-01-20,SAN JUAN,5220,2628,7848,entre_semana,4003.95
2022-01-20,ZAMBITO,6470,3026,9496,entre_semana,4003.95
2022-01-21,AGUAS NEGRASdef,7217,3275,10492,entre_semana,3980.8
2022-01-21,CASABLANCA,10967,6108,17075,entre_semana,3980.8
2022-01-21,COCORNA (EL SANTUARIO),6848,3447,10295,entre_semana,3980.8
2022-01-21,CURITÍ,5897,2941,8838,entre_semana,3980.8
2022-01-21,LA GOMEZ,5569,2444,8013,entre_semana,3980.8
2022-01-21,LA PARADA,19156,19156,38312,entre_semana,3980.8
2022-01-21,LOBOGUERRERO,7564,3918,11482,entre_semana,3980.8
2022-01-21,LOS CUROS,6332,3082,9414,entre_semana,3980.8
2022-01-21,MORRISON,9660,4447,14107,entre_semana,3980.8
2022-01-21,OIBA,4924,2548,7472,entre_semana,3980.8
2022-01-21,PAILITAS,8814,4147,12961,entre_semana,3980.8
2022-01-21,PLATANAL,2689,1355,4044,entre_semana,3980.8
2022-01-21,PTO. TRIUNFO,5461,2647,8108,entre_semana,3980.8
2022-01-21,RINCON HONDO,2153,1063,3216,entre_semana,3980.8
2022-01-21,SABOYA,3470,1861,5331,entre_semana,3980.8
2022-01-21,SAN DIEGO,5211,2656,7867,entre_semana,3980.8
2022-01-21,SAN JUAN,5472,2882,8354,entre_semana,3980.8
2022-01-21,ZAMBITO,5839,2499,8338,entre_semana,3980.8
2022-01-22,AGUAS NEGRASdef,7645,3470,11115,fin_de_semana,3964.3
2022-01-22,CASABLANCA,10883,6142,17025,fin_de_semana,3964.3
2022-01-22,COCORNA (EL SANTUARIO),6364,3604,9968,fin_de_semana,3964.3
2022-01-22,CURITÍ,5365,2530,7895,fin_de_semana,3964.3
2022-01-22,LA GOMEZ,5981,2378,8359,fin_de_semana,3964.3
2022-01-22,LA PARADA,18447,18447,36894,fin_de_semana,3964.3
2022-01-22,LOBOGUERRERO,6074,2933,9007,fin_de_semana,3964.3
2022-01-22,LOS CUROS,5729,2642,8371,fin_de_semana,3964.3
2022-01-22,MORRISON,9377,3873,13250,fin_de_semana,3964.3
2022-01-22,OIBA,4471,2309,6780,fin_de_semana,3964.3
2022-01-22,PAILITAS,8706,3439,12145,fin_de_semana,3964.3
2022-01-22,PLATANAL,2467,1201,3668,fin_de_semana,3964.3
2022-01-22,PTO. TRIUNFO,4827,2165,6992,fin_de_semana,3964.3
2022-01-22,RINCON HONDO,1939,1059,2998,fin_de_semana,3964.3
2022-01-22,SABOYA,3448,2029,5477,fin_de_semana,3964.3
2022-01-22,SAN DIEGO,4194,2023,6217,fin_de_semana,3964.3
2022-01-22,SAN JUAN,4907,2547,7454,fin_de_semana,3964.3
2022-01-22,ZAMBITO,6476,2754,9230,fin_de_semana,3964.3
2022-01-23,AGUAS NEGRASdef,7821,3833,11654,fin_de_semana,
2022-01-23,CASABLANCA,12551,5014,17565,fin_de_semana,
2022-01-23,COCORNA (EL SANTUARIO),7176,2970,10146,fin_de_semana,
2022-01-23,CURITÍ,5723,3348,9071,fin_de_semana,
2022-01-23,LA GOMEZ,6057,2786,8843,fin_de_semana,
2022-01-23,LA PARADA,12155,12155,24310,fin_de_semana,
2022-01-23,LOBOGUERRERO,5281,2652,7933,fin_de_semana,
2022-01-23,LOS CUROS,6022,3526,9548,fin_de_semana,
2022-01-23,MORRISON,9522,4683,14205,fin_de_semana,
2022-01-23,OIBA,4696,2140,6836,fin_de_semana,
