fecha,peaje,sentido_1,sentido_2,total,tipo_dia,trm_dolar
2023-12-10,PEAJE EL BORDO,3657,2034,5691,fin_de_semana,
2023-12-10,PEAJE EL CRUCERO,1817,963,2780,fin_de_semana,
2023-12-10,PEAJE EL KORAN,5595,2191,7786,fin_de_semana,
2023-12-10,PEAJE LA PARADA,14562,0,14562,fin_de_semana,
2023-12-10,PEAJE LOS CUROS,6591,3739,10330,fin_de_semana,
2023-12-10,PEAJE LOS LLANOS,4245,2420,6665,fin_de_semana,
2023-12-10,PEAJE OIBA,5008,2148,7156,fin_de_semana,
2023-12-10,PEAJE PLATANAL,2708,1399,4107,fin_de_semana,
2023-12-10,PEAJE PUERTO TRIUNFO,5817,2414,8231,fin_de_semana,
2023-12-10,PEAJE RINCON HONDO,1680,980,2660,fin_de_semana,
2023-12-10,PEAJE RIO BLANCO,3543,1684,5227,fin_de_semana,
2023-12-10,PEAJE RIO FRIO,1492,555,2047,fin_de_semana,
2023-12-10,PEAJE SABOYA,3987,1237,5224,fin_de_semana,
2023-12-10,PEAJE SACHICA,9731,3600,13331,fin_de_semana,
2023-12-10,PEAJE SAN DIEGO,3155,1468,4623,fin_de_semana,
2023-12-10,PEAJE SAN JUAN,4212,2005,6217,fin_de_semana,
2023-12-10,PEAJE SANCLEMENTE,966,416,1382,fin_de_semana,
2023-12-10,PEAJE TARAZA,3303,1568,4871,fin_de_semana,
2023-12-10,PEAJE TORO,1151,590,1741,fin_de_semana,
2023-12-10,PEAJE TUNEL LA LINEA QUINDIO,4397,0,4397,fin_de_semana,
2023-12-10,PEAJE TUNEL LA LINEA TOLIMA,3499,3499,6998,fin_de_semana,
2023-12-10,PEJE CARIMAGUA,1700,798,2498,fin_de_semana,
2023-12-11,PEAJE ARCABUCO,5008,2518,7526,entre_semana,
2023-12-11,PEAJE BICENTENARIO,2480,1217,3697,entre_semana,
2023-12-11,PEAJE CANO,2716,1199,3915,entre_semana,
2023-12-11,PEAJE CASABLANCA,10659,5107,15766,entre_semana,
2023-12-11,PEAJE CERRITOS II,12465,5980,18445,entre_semana,
2023-12-11,PEAJE COCORNA,4428,2082,6510,entre_semana,
2023-12-11,PEAJE CURITI,5835,3121,8956,entre_semana,
2023-12-11,PEAJE EL BORDO,3695,1920,5615,entre_semana,
2023-12-11,PEAJE EL CRUCERO,1645,807,2452,entre_semana,
2023-12-11,PEAJE EL KORAN,5793,3186,8979,entre_semana,
2023-12-11,PEAJE LA PARADA,20189,0,20189,entre_semana,
2023-12-11,PEAJE LOS CUROS,6438,3321,9759,entre_semana,
2023-12-11,PEAJE LOS LLANOS,4265,2074,6339,entre_semana,
2023-12-11,PEAJE OIBA,4697,2403,7100,entre_semana,
2023-12-11,PEAJE PLATANAL,2436,1251,3687,entre_semana,
2023-12-11,PEAJE PUERTO TRIUNFO,3418,1641,5059,entre_semana,
2023-12-11,PEAJE RINCON HONDO,1895,965,2860,entre_semana,
2023-12-11,PEAJE RIO BLANCO,4009,2010,6019,entre_semana,
2023-12-11,PEAJE RIO FRIO,1268,501,1769,entre_semana,
2023-12-11,PEAJE SABOYA,3117,1543,4660,entre_semana,
2023-12-11,PEAJE SACHICA,5137,2172,7309,entre_semana,
2023-12-11,PEAJE SAN DIEGO,4926,2524,7450,entre_semana,
2023-12-11,PEAJE SAN JUAN,5734,3016,8750,entre_semana,
2023-12-11,PEAJE SANCLEMENTE,955,478,1433,entre_semana,
2023-12-11,PEAJE TARAZA,3439,1822,5261,entre_semana,
2023-12-11,PEAJE TORO,1348,731,2079,entre_semana,
2023-12-11,PEAJE TUNEL LA LINEA QUINDIO,4648,0,4648,entre_semana,
2023-12-11,PEAJE TUNEL LA LINEA TOLIMA,4652,4652,9304,entre_semana,
2023-12-11,PEJE CARIMAGUA,2088,1066,3154,entre_semana,
2023-12-12,PEAJE ARCABUCO,4225,1762,5987,entre_semana,3982.5
2023-12-12,PEAJE BICENTENARIO,2758,1374,4132,entre_semana,3982.5
2023-12-12,PEAJE CANO,3170,1552,4722,entre_semana,3982.5
2023-12-12,PEAJE CASABLANCA,9988,5285,15273,entre_semana,3982.5
2023-12-12,PEAJE CERRITOS II,12883,6350,19233,entre_semana,3982.5
2023-12-12,PEAJE COCORNA,3945,2121,6066,entre_semana,3982.5
2023-12-12,PEAJE CURITI,4674,2141,6815,entre_semana,3982.5
2023-12-12,PEAJE EL BORDO,4120,2089,6209,entre_semana,3982.5
2023-12-12,PEAJE EL CRUCERO,1490,746,2236,entre_semana,3982.5
2023-12-12,PEAJE EL KORAN,6370,3261,9631,entre_semana,3982.5
2023-12-12,PEAJE LA PARADA,20640,0,20640,entre_semana,3982.5
2023-12-12,PEAJE LOS CUROS,5183,2258,7441,entre_semana,3982.5
2023-12-12,PEAJE LOS LLANOS,4471,2103,6574,entre_semana,3982.5
2023-12-12,PEAJE OIBA,3649,2249,5898,entre_semana,3982.5
2023-12-12,PEAJE PLATANAL,2578,1412,3990,entre_semana,3982.5
2023-12-12,PEAJE PUERTO TRIUNFO,3747,1885,5632,entre_semana,3982.5
2023-12-12,PEAJE RINCON HONDO,2006,1033,3039,entre_semana,3982.5
2023-12-12,PEAJE RIO BLANCO,4007,2108,6115,entre_semana,3982.5
2023-12-12,PEAJE RIO FRIO,1344,646,1990,entre_semana,3982.5
2023-12-12,PEAJE SABOYA,2501,1524,4025,entre_semana,3982.5
2023-12-12,PEAJE SACHICA,4793,2302,7095,entre_semana,3982.5
2023-12-12,PEAJE SAN DIEGO,4801,2378,7179,entre_semana,3982.5
2023-12-12,PEAJE SAN JUAN,5633,2997,8630,entre_semana,3982.5
2023-12-12,PEAJE SANCLEMENTE,997,481,1478,entre_semana,3982.5
2023-12-12,PEAJE TARAZA,3698,1897,5595,entre_semana,3982.5
2023-12-12,PEAJE TORO,1366,724,2090,entre_semana,3982.5
2023-12-12,PEAJE TUNEL LA LINEA QUINDIO,4522,0,4522,entre_semana,3982.5
2023-12-12,PEAJE TUNEL LA LINEA TOLIMA,4635,4635,9270,entre_semana,3982.5
2023-12-12,PEJE CARIMAGUA,2353,1154,3507,entre_semana,3982.5
2023-12-13,PEAJE ARCABUCO,5017,2466,7483,entre_semana,3990.88
2023-12-13,PEAJE BICENTENARIO,2564,1306,3870,entre_semana,3990.88
2023-12-13,PEAJE CANO,3114,1594,4708,entre_semana,3990.88
2023-12-13,PEAJE CASABLANCA,10453,5270,15723,entre_semana,3990.88
2023-12-13,PEAJE CERRITOS II,13210,6520,19730,entre_semana,3990.88
2023-12-13,PEAJE COCORNA,6177,3072,9249,entre_semana,3990.88
2023-12-13,PEAJE CURITI,5993,3037,9030,entre_semana,3990.88
2023-12-13,PEAJE EL BORDO,4034,2069,6103,entre_semana,3990.88
2023-12-13,PEAJE EL CRUCERO,1629,797,2426,entre_semana,3990.88
2023-12-13,PEAJE EL KORAN,6576,3448,10024,entre_semana,3990.88
2023-12-13,PEAJE LA PARADA,20304,0,20304,entre_semana,3990.88
2023-12-13,PEAJE LOS CUROS,6673,3294,9967,entre_semana,3990.88
2023-12-13,PEAJE LOS LLANOS,4536,2288,6824,entre_semana,3990.88
2023-12-13,PEAJE OIBA,5052,2531,7583,entre_semana,3990.88
2023-12-13,PEAJE PLATANAL,2619,1401,4020,entre_semana,3990.88
2023-12-13,PEAJE PUERTO TRIUNFO,5011,2644,7655,entre_semana,3990.88
2023-12-13,PEAJE RINCON HONDO,2072,1100,3172,entre_semana,3990.88
2023-12-13,PEAJE RIO BLANCO,4407,2188,6595,entre_semana,3990.88
2023-12-13,PEAJE RIO FRIO,1300,582,1882,entre_semana,3990.88
2023-12-13,PEAJE SABOYA,3282,1568,4850,entre_semana,3990.88
2023-12-13,PEAJE SACHICA,4980,2369,7349,entre_semana,3990.88
2023-12-13,PEAJE SAN DIEGO,4694,2306,7000,entre_semana,3990.88
2023-12-13,PEAJE SAN JUAN,5039,2773,7812,entre_semana,3990.88
2023-12-13,PEAJE SANCLEMENTE,1043,526,1569,entre_semana,3990.88
2023-12-13,PEAJE TARAZA,3834,1849,5683,entre_semana,3990.88
2023-12-13,PEAJE TORO,1337,726,2063,entre_semana,3990.88
2023-12-13,PEAJE TUNEL LA LINEA QUINDIO,4660,0,4660,entre_semana,3990.88
2023-12-13,PEAJE TUNEL LA LINEA TOLIMA,4496,4496,8992,entre_semana,3990.88
2023-12-13,PEJE CARIMAGUA,2469,1267,3736,entre_semana,3990.88
2023-12-14,PEAJE ARCABUCO,4852,2402,7254,entre_semana,3999.43
2023-12-14,PEAJE BICENTENARIO,2691,1289,3980,entre_semana,3999.43
2023-12-14,PEAJE CANO,3204,1571,4775,entre_semana,3999.43
2023-12-14,PEAJE CASABLANCA,10432,5351,15783,entre_semana,3999.43
2023-12-14,PEAJE CERRITOS II,13646,6869,20515,entre_semana,3999.43
2023-12-14,PEAJE COCORNA,6946,3321,10267,entre_semana,3999.43
2023-12-14,PEAJE CURITI,5788,2936,8724,entre_semana,3999.43
2023-12-14,PEAJE EL BORDO,4142,2135,6277,entre_semana,3999.43
2023-12-14,PEAJE EL CRUCERO,1695,885,2580,entre_semana,3999.43
2023-12-14,PEAJE EL KORAN,6686,3186,9872,entre_semana,3999.43
2023-12-14,PEAJE LA PARADA,20815,0,20815,entre_semana,3999.43
2023-12-14,PEAJE LOS CUROS,6294,3152,9446,entre_semana,3999.43
2023-12-14,PEAJE LOS LLANOS,4734,2436,7170,entre_semana,3999.43
2023-12-14,PEAJE OIBA,4779,2499,7278,entre_semana,3999.43
2023-12-14,PEAJE PLATANAL,2635,1344,3979,entre_semana,3999.43
2023-12-14,PEAJE PUERTO TRIUNFO,5577,2749,8326,entre_semana,3999.43
2023-12-14,PEAJE RINCON HONDO,2154,1105,3259,entre_semana,3999.43
2023-12-14,PEAJE RIO BLANCO,4503,2351,6854,entre_semana,3999.43
2023-12-14,PEAJE RIO FRIO,1340,612,1952,entre_semana,3999.43
2023-12-14,PEAJE SABOYA,3072,1599,4671,entre_semana,3999.43
2023-12-14,PEAJE SACHICA,5024,2386,7410,entre_semana,3999.43
2023-12-14,PEAJE SAN DIEGO,4787,2332,7119,entre_semana,3999.43
2023-12-14,PEAJE SAN JUAN,5639,2956,8595,entre_semana,3999.43
2023-12-14,PEAJE SANCLEMENTE,1051,521,1572,entre_semana,3999.43
2023-12-14,PEAJE TARAZA,4084,2094,6178,entre_semana,3999.43
2023-12-14,PEAJE TORO,1316,731,2047,entre_semana,3999.43
2023-12-14,PEAJE TUNEL LA LINEA QUINDIO,4830,0,4830,entre_semana,3999.43
2023-12-14,PEAJE TUNEL LA LINEA TOLIMA,4701,4701,9402,entre_semana,3999.43
2023-12-14,PEJE CARIMAGUA,2573,1309,3882,entre_semana,3999.43
2023-12-15,PEAJE ARCABUCO,5140,2372,7512,entre_semana,3955.88
2023-12-15,PEAJE BICENTENARIO,2713,1384,4097,entre_semana,3955.88
2023-12-15,PEAJE CANO,3060,1652,4712,entre_semana,3955.88
2023-12-15,PEAJE CASABLANCA,11123,6035,17158,entre_semana,3955.88
2023-12-15,PEAJE CERRITOS II,14343,7045,21388,entre_semana,3955.88
2023-12-15,PEAJE COCORNA,7202,3509,10711,entre_semana,3955.88
2023-12-15,PEAJE CURITI,6040,3081,9121,entre_semana,3955.88
2023-12-15,PEAJE EL BORDO,4059,1942,6001,entre_semana,3955.88
2023-12-15,PEAJE EL CRUCERO,1701,854,2555,entre_semana,3955.88
2023-12-15,PEAJE EL KORAN,6579,3245,9824,entre_semana,3955.88
2023-12-15,PEAJE LA PARADA,22145,0,22145,entre_semana,3955.88
2023-12-15,PEAJE LOS CUROS,6618,3234,9852,entre_semana,3955.88
2023-12-15,PEAJE LOS LLANOS,4629,2357,6986,entre_semana,3955.88
2023-12-15,PEAJE OIBA,4788,2504,7292,entre_semana,3955.88
2023-12-15,PEAJE PLATANAL,2897,1401,4298,entre_semana,3955.88
2023-12-15,PEAJE PUERTO TRIUNFO,5862,2989,8851,entre_semana,3955.88
2023-12-15,PEAJE RINCON HONDO,2247,1175,3422,entre_semana,3955.88
2023-12-15,PEAJE RIO BLANCO,4215,2093,6308,entre_semana,3955.88
2023-12-15,PEAJE RIO FRIO,1359,634,1993,entre_semana,3955.88
2023-12-15,PEAJE SABOYA,3212,1709,4921,entre_semana,3955.88
2023-12-15,PEAJE SACHICA,5789,3105,8894,entre_semana,3955.88
2023-12-15,PEAJE SAN DIEGO,5168,2506,7674,entre_semana,3955.88
2023-12-15,PEAJE SAN JUAN,6201,3465,9666,entre_semana,3955.88
2023-12-15,PEAJE SANCLEMENTE,1064,528,1592,entre_semana,3955.88
2023-12-15,PEAJE TARAZA,3802,1822,5624,entre_semana,3955.88
2023-12-15,PEAJE TORO,1377,740,2117,entre_semana,3955.88
2023-12-15,PEAJE TUNEL LA LINEA QUINDIO,4611,0,4611,entre_semana,3955.88
2023-12-15,PEAJE TUNEL LA LINEA TOLIMA,4403,4403,8806,entre_semana,3955.88
2023-12-15,PEJE CARIMAGUA,2393,1227,3620,entre_semana,3955.88
2023-12-16,PEAJE ARCABUCO,5273,2317,7590,fin_de_semana,3956.76
2023-12-16,PEAJE BICENTENARIO,2521,1348,3869,fin_de_semana,3956.76
2023-12-16,PEAJE CANO,3066,1613,4679,fin_de_semana,3956.76
2023-12-16,PEAJE CASABLANCA,11196,6452,17648,fin_de_semana,3956.76
2023-12-16,PEAJE CERRITOS II,12810,6392,19202,fin_de_semana,3956.76
2023-12-16,PEAJE COCORNA,6958,3624,10582,fin_de_semana,3956.76
2023-12-16,PEAJE CURITI,5465,2710,8175,fin_de_semana,3956.76
2023-12-16,PEAJE EL BORDO,3789,1575,5364,fin_de_semana,3956.76
2023-12-16,PEAJE EL CRUCERO,1870,848,2718,fin_de_semana,3956.76
2023-12-16,PEAJE EL KORAN,6194,3362,9556,fin_de_semana,3956.76
2023-12-16,PEAJE LA PARADA,22951,0,22951,fin_de_semana,3956.76
2023-12-16,PEAJE LOS CUROS,5772,2735,8507,fin_de_semana,3956.76
2023-12-16,PEAJE LOS LLANOS,4410,2297,6707,fin_de_semana,3956.76
2023-12-16,PEAJE OIBA,4397,2401,6798,fin_de_semana,3956.76
2023-12-16,PEAJE PLATANAL,2678,1322,4000,fin_de_semana,3956.76
2023-12-16,PEAJE PUERTO TRIUNFO,5007,2477,7484,fin_de_semana,3956.76
2023-12-16,PEAJE RINCON HONDO,2013,937,2950,fin_de_semana,3956.76
2023-12-16,PEAJE RIO BLANCO,3911,1911,5822,fin_de_semana,3956.76
2023-12-16,PEAJE RIO FRIO,1243,603,1846,fin_de_semana,3956.76
2023-12-16,PEAJE SABOYA,2954,1741,4695,fin_de_semana,3956.76
2023-12-16,PEAJE SACHICA,6980,3757,10737,fin_de_semana,3956.76
2023-12-16,PEAJE SAN DIEGO,4805,2417,7222,fin_de_semana,3956.76
2023-12-16,PEAJE SAN JUAN,5841,3177,9018,fin_de_semana,3956.76
2023-12-16,PEAJE SANCLEMENTE,946,502,1448,fin_de_semana,3956.76
2023-12-16,PEAJE TARAZA,3576,1704,5280,fin_de_semana,3956.76
2023-12-16,PEAJE TORO,1185,629,1814,fin_de_semana,3956.76
2023-12-16,PEAJE TUNEL LA LINEA QUINDIO,4464,0,4464,fin_de_semana,3956.76
2023-12-16,PEAJE TUNEL LA LINEA TOLIMA,3783,3783,7566,fin_de_semana,3956.76
2023-12-16,PEJE CARIMAGUA,2257,1260,3517,fin_de_semana,3956.76
2023-12-17,PEAJE ARCABUCO,5565,2997,8562,fin_de_semana,
2023-12-17,PEAJE BICENTENARIO,2519,1198,3717,fin_de_semana,
2023-12-17,PEAJE CANO,3079,1693,4772,fin_de_semana,
2023-12-17,PEAJE CASABLANCA,11916,5506,17422,fin_de_semana,
2023-12-17,PEAJE CERRITOS II,12400,6296,18696,fin_de_semana,
2023-12-17,PEAJE COCORNA,6750,2940,9690,fin_de_semana,
2023-12-17,PEAJE CURITI,5504,3064,8568,fin_de_semana,
2023-12-17,PEAJE EL BORDO,3827,1943,5770,fin_de_semana,
2023-12-17,PEAJE EL CRUCERO,1781,867,2648,fin_de_semana,
2023-12-17,PEAJE EL KORAN,6433,3124,9557,fin_de_semana,
2023-12-17,PEAJE LA PARADA,16597,0,16597,fin_de_semana,
2023-12-17,PEAJE LOS CUROS,5788,3163,8951,fin_de_semana,
2023-12-17,PEAJE LOS LLANOS,4625,2203,6828,fin_de_semana,
2023-12-17,PEAJE OIBA,4410,2413,6823,fin_de_semana,
2023-12-17,PEAJE PLATANAL,2374,1261,3635,fin_de_semana,
2023-12-17,PEAJE PUERTO TRIUNFO,5064,2657,7721,fin_de_semana,
2023-12-17,PEAJE RINCON HONDO,1801,1094,2895,fin_de_semana,
2023-12-17,PEAJE RIO BLANCO,3935,1888,5823,fin_de_semana,
2023-12-17,PEAJE RIO FRIO,1157,541,1698,fin_de_semana,
2023-12-17,PEAJE SABOYA,3116,1422,4538,fin_de_semana,
2023-12-17,PEAJE SACHICA,7264,3005,10269,fin_de_semana,
2023-12-17,PEAJE SAN DIEGO,3482,1634,5116,fin_de_semana,
2023-12-17,PEAJE SAN JUAN,4535,2228,6763,fin_de_semana,
2023-12-17,PEAJE SANCLEMENTE,831,389,1220,fin_de_semana,
2023-12-17,PEAJE TARAZA,3959,2172,6131,fin_de_semana,
2023-12-17,PEAJE TORO,1111,584,1695,fin_de_semana,
2023-12-17,PEAJE TUNEL LA LINEA QUINDIO,3957,0,3957,fin_de_semana,
2023-12-17,PEAJE TUNEL LA LINEA TOLIMA,4531,4531,9062,fin_de_semana,
2023-12-17,PEJE CARIMAGUA,2228,1021,3249,fin_de_semana,
2023-12-18,PEAJE ARCABUCO,4756,2315,7071,entre_semana,
2023-12-18,PEAJE BICENTENARIO,2412,1225,3637,entre_semana,
2023-12-18,PEAJE CANO,2991,1352,4343,entre_semana,
2023-12-18,PEAJE CASABLANCA,10423,5276,15699,entre_semana,
2023-12-18,PEAJE CERRITOS II,12849,6216,19065,entre_semana,
2023-12-18,PEAJE COCORNA,6703,3505,10208,entre_semana,
2023-12-18,PEAJE CURITI,5313,2868,8181,entre_semana,
2023-12-18,PEAJE EL BORDO,3965,2078,6043,entre_semana,
2023-12-18,PEAJE EL CRUCERO,1668,814,2482,entre_semana,
2023-12-18,PEAJE EL KORAN,5983,3214,9197,entre_semana,
2023-12-18,PEAJE LA PARADA,21583,0,21583,entre_semana,
2023-12-18,PEAJE LOS CUROS,5809,2968,8777,entre_semana,
2023-12-18,PEAJE LOS LLANOS,4216,1991,6207,entre_semana,
2023-12-18,PEAJE OIBA,4390,2305,6695,entre_semana,
2023-12-18,PEAJE PLATANAL,2365,1323,3688,entre_semana,
2023-12-18,PEAJE PUERTO TRIUNFO,5501,2804,8305,entre_semana,
2023-12-18,PEAJE RINCON HONDO,2098,1116,3214,entre_semana,
2023-12-18,PEAJE RIO BLANCO,3449,1814,5263,entre_semana,
2023-12-18,PEAJE RIO FRIO,1125,451,1576,entre_semana,
2023-12-18,PEAJE SABOYA,2845,1492,4337,entre_semana,
2023-12-18,PEAJE SACHICA,5257,2476,7733,entre_semana,
2023-12-18,PEAJE SAN DIEGO,5007,2536,7543,entre_semana,
2023-12-18,PEAJE SAN JUAN,5853,3258,9111,entre_semana,
2023-12-18,PEAJE SANCLEMENTE,992,515,1507,entre_semana,
2023-12-18,PEAJE TARAZA,3345,1781,5126,entre_semana,
2023-12-18,PEAJE TORO,1307,715,2022,entre_semana,
2023-12-18,PEAJE TUNEL LA LINEA QUINDIO,3870,0,3870,entre_semana,
2023-12-18,PEAJE TUNEL LA LINEA TOLIMA,4151,4151,8302,entre_semana,
2023-12-18,PEJE CARIMAGUA,2162,1080,3242,entre_semana,
2023-12-19,PEAJE ARCABUCO,4837,2287,7124,entre_semana,3932.59
2023-12-19,PEAJE BICENTENARIO,2661,1368,4029,entre_semana,3932.59
2023-12-19,PEAJE CANO,3369,1584,4953,entre_semana,3932.59
2023-12-19,PEAJE CASABLANCA,10703,5688,16391,entre_semana,3932.59
2023-12-19,PEAJE CERRITOS II,13662,6761,20423,entre_semana,3932.59
2023-12-19,PEAJE COCORNA,7315,3616,10931,entre_semana,3932.59
2023-12-19,PEAJE CURITI,5857,2973,8830,entre_semana,3932.59
2023-12-19,PEAJE EL BORDO,4337,2282,6619,entre_semana,3932.59
2023-12-19,PEAJE EL CRUCERO,1607,778,2385,entre_semana,3932.59
2023-12-19,PEAJE EL KORAN,6806,3833,10639,entre_semana,3932.59
2023-12-19,PEAJE LA PARADA,22802,0,22802,entre_semana,3932.59
2023-12-19,PEAJE LOS CUROS,6229,3088,9317,entre_semana,3932.59
2023-12-19,PEAJE LOS LLANOS,4900,2304,7204,entre_semana,3932.59
2023-12-19,PEAJE OIBA,4689,2497,7186,entre_semana,3932.59
2023-12-19,PEAJE PLATANAL,2654,1341,3995,entre_semana,3932.59
2023-12-19,PEAJE PUERTO TRIUNFO,6080,3169,9249,entre_semana,3932.59
2023-12-19,PEAJE RINCON HONDO,2212,1203,3415,entre_semana,3932.59
2023-12-19,PEAJE RIO BLANCO,3861,2047,5908,entre_semana,3932.59
2023-12-19,PEAJE RIO FRIO,1315,604,1919,entre_semana,3932.59
2023-12-19,PEAJE SABOYA,3137,1673,4810,entre_semana,3932.59
2023-12-19,PEAJE SACHICA,5340,2592,7932,entre_semana,3932.59
2023-12-19,PEAJE SAN DIEGO,5080,2409,7489,entre_semana,3932.59
2023-12-19,PEAJE SAN JUAN,5851,3127,8978,entre_semana,3932.59
2023-12-19,PEAJE SANCLEMENTE,1082,519,1601,entre_semana,3932.59
2023-12-19,PEAJE TARAZA,4262,2275,6537,entre_semana,3932.59
2023-12-19,PEAJE TORO,1407,776,2183,entre_semana,3932.59
2023-12-19,PEAJE TUNEL LA LINEA QUINDIO,4739,0,4739,entre_semana,3932.59
2023-12-19,PEAJE TUNEL LA LINEA TOLIMA,4885,4885,9770,entre_semana,3932.59
2023-12-19,PEJE CARIMAGUA,2643,1339,3982,entre_semana,3932.59
2023-12-20,PEAJE ARCABUCO,5011,2281,7292,entre_semana,3925.77
2023-12-20,PEAJE BICENTENARIO,2754,1409,4163,entre_semana,3925.77
2023-12-20,PEAJE CANO,3304,1604,4908,entre_semana,3925.77
2023-12-20,PEAJE CASABLANCA,11052,5824,16876,entre_semana,3925.77
2023-12-20,PEAJE CERRITOS II,14032,6962,20994,entre_semana,3925.77
2023-12-20,PEAJE COCORNA,7688,3813,11501,entre_semana,3925.77
2023-12-20,PEAJE CURITI,6439,3412,9851,entre_semana,3925.77
2023-12-20,PEAJE EL BORDO,4342,2251,6593,entre_semana,3925.77
2023-12-20,PEAJE EL CRUCERO,1814,851,2665,entre_semana,3925.77
2023-12-20,PEAJE EL KORAN,7639,4075,11714,entre_semana,3925.77
2023-12-20,PEAJE LA PARADA,22136,0,22136,entre_semana,3925.77
2023-12-20,PEAJE LOS CUROS,6926,3494,10420,entre_semana,3925.77
2023-12-20,PEAJE LOS LLANOS,5193,2505,7698,entre_semana,3925.77
2023-12-20,PEAJE OIBA,5241,2917,8158,entre_semana,3925.77
2023-12-20,PEAJE PLATANAL,2701,1396,4097,entre_semana,3925.77
2023-12-20,PEAJE PUERTO TRIUNFO,6382,3238,9620,entre_semana,3925.77
2023-12-20,PEAJE RINCON HONDO,2337,1201,3538,entre_semana,3925.77
2023-12-20,PEAJE RIO BLANCO,4139,1907,6046,entre_semana,3925.77
2023-12-20,PEAJE RIO FRIO,1283,609,1892,entre_semana,3925.77
2023-12-20,PEAJE SABOYA,3371,1862,5233,entre_semana,3925.77
2023-12-20,PEAJE SACHICA,5528,2693,8221,entre_semana,3925.77
2023-12-20,PEAJE SAN DIEGO,5002,2460,7462,entre_semana,3925.77
2023-12-20,PEAJE SAN JUAN,6165,3394,9559,entre_semana,3925.77
2023-12-20,PEAJE SANCLEMENTE,1050,517,1567,entre_semana,3925.77
2023-12-20,PEAJE TARAZA,4482,2207,6689,entre_semana,3925.77
2023-12-20,PEAJE TORO,1464,787,2251,entre_semana,3925.77
2023-12-20,PEAJE TUNEL LA LINEA QUINDIO,5010,0,5010,entre_semana,3925.77
2023-12-20,PEAJE TUNEL LA LINEA TOLIMA,4923,4923,9846,entre_semana,3925.77
2023-12-20,PEJE CARIMAGUA,2770,1436,4206,entre_semana,3925.77
2023-12-21,PEAJE ARCABUCO,5772,2558,8330,entre_semana,3948.54
2023-12-21,PEAJE BICENTENARIO,2991,1532,4523,entre_semana,3948.54
2023-12-21,PEAJE CANO,3608,1862,5470,entre_semana,3948.54
2023-12-21,PEAJE CASABLANCA,12071,6500,18571,entre_semana,3948.54
2023-12-21,PEAJE CERRITOS II,14395,7120,21515,entre_semana,3948.54
2023-12-21,PEAJE COCORNA,8325,4042,12367,entre_semana,3948.54
2023-12-21,PEAJE CURITI,6773,3662,10435,entre_semana,3948.54
2023-12-21,PEAJE EL BORDO,4464,2330,6794,entre_semana,3948.54
2023-12-21,PEAJE EL CRUCERO,2856,1468,4324,entre_semana,3948.54
2023-12-21,PEAJE EL KORAN,7907,4421,12328,entre_semana,3948.54
2023-12-21,PEAJE LA PARADA,23305,0,23305,entre_semana,3948.54
2023-12-21,PEAJE LOS CUROS,7244,3629,10873,entre_semana,3948.54
2023-12-21,PEAJE LOS LLANOS,5426,2593,8019,entre_semana,3948.54
2023-12-21,PEAJE OIBA,5624,3166,8790,entre_semana,3948.54
2023-12-21,PEAJE PLATANAL,2693,1272,3965,entre_semana,3948.54
2023-12-21,PEAJE PUERTO TRIUNFO,6787,3367,10154,entre_semana,3948.54
2023-12-21,PEAJE RINCON HONDO,2435,1243,3678,entre_semana,3948.54
2023-12-21,PEAJE RIO BLANCO,3866,1835,5701,entre_semana,3948.54
2023-12-21,PEAJE RIO FRIO,1263,597,1860,entre_semana,3948.54
2023-12-21,PEAJE SABOYA,3594,1952,5546,entre_semana,3948.54
2023-12-21,PEAJE SACHICA,6132,3057,9189,entre_semana,3948.54
2023-12-21,PEAJE SAN DIEGO,5285,2660,7945,entre_semana,3948.54
2023-12-21,PEAJE SAN JUAN,6288,3436,9724,entre_semana,3948.54
2023-12-21,PEAJE SANCLEMENTE,1072,540,1612,entre_semana,3948.54
2023-12-21,PEAJE TARAZA,4765,2368,7133,entre_semana,3948.54
2023-12-21,PEAJE TORO,1490,800,2290,entre_semana,3948.54
2023-12-21,PEAJE TUNEL LA LINEA QUINDIO,5483,0,5483,entre_semana,3948.54
2023-12-21,PEAJE TUNEL LA LINEA TOLIMA,5507,5507,11014,entre_semana,3948.54
2023-12-21,PEJE CARIMAGUA,2847,1571,4418,entre_semana,3948.54
2023-12-22,PEAJE ARCABUCO,7658,3138,10796,entre_semana,3943.03
2023-12-22,PEAJE BICENTENARIO,3742,2168,5910,entre_semana,3943.03
2023-12-22,PEAJE CANO,3883,2158,6041,entre_semana,3943.03
2023-12-22,PEAJE CASABLANCA,13281,7760,21041,entre_semana,3943.03
2023-12-22,PEAJE CERRITOS II,15599,7662,23261,entre_semana,3943.03
2023-12-22,PEAJE COCORNA,9303,4358,13661,entre_semana,3943.03
2023-12-22,PEAJE CURITI,8057,4231,12288,entre_semana,3943.03
2023-12-22,PEAJE EL BORDO,4795,2192,6987,entre_semana,3943.03
2023-12-22,PEAJE EL CRUCERO,3631,1931,5562,entre_semana,3943.03
2023-12-22,PEAJE EL KORAN,10058,5525,15583,entre_semana,3943.03
2023-12-22,PEAJE LA PARADA,23885,0,23885,entre_semana,3943.03
2023-12-22,PEAJE LOS CUROS,8704,4258,12962,entre_semana,3943.03
2023-12-22,PEAJE LOS LLANOS,5992,2537,8529,entre_semana,3943.03
2023-12-22,PEAJE OIBA,7102,4087,11189,entre_semana,3943.03
2023-12-22,PEAJE PLATANAL,3188,1410,4598,entre_semana,3943.03
